"avatarThumbnail","cid","createTime","createTimeISO","diggCount","error","input","likedByAuthor","pinnedByAuthor","repliesToId","replyCommentTotal","submittedVideoUrl","text","uid","uniqueId","url","videoWebUrl"
,,,,,"Post not found or private.",,,,,,,,,,"https://www.tiktok.com/@di.anaaa_v/video/7480943898945178922",
,,,,,"Post not found or private.",,,,,,,,,,"https://www.tiktok.com/@riymilani/video/7470458612981189931",
"https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/da9daa1da05f2522b05492513ae9c0ab~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=745cf2c5&x-expires=1743400800&x-signature=Mv0nUNaU0vRoGZRt29McYWHUx64%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7445065343893095214","1733439368","2024-12-05T22:56:08.000Z","3",,"https://www.tiktok.com/@adryhavana/video/7444630773166034219","false","false",,"0","https://www.tiktok.com/@adryhavana/video/7444630773166034219","El piso se pone así por la grasa de los aromatizantes que utilizamos","7079970106269385771","yeidimorell",,"https://www.tiktok.com/@adryhavana/video/7444630773166034219"
"https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/2c9f30f1bf07f5e32f66cc25ac0d7cd8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=80415cc7&x-expires=1743400800&x-signature=EuOEKIKK%2B9HDNy33fAgK0B%2BHmCY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7444723136706659114","1733359707","2024-12-05T00:48:27.000Z","1",,"https://www.tiktok.com/@adryhavana/video/7444630773166034219","true","false",,"1","https://www.tiktok.com/@adryhavana/video/7444630773166034219","Yo lo quierooo😅😍","26898864","yeislacolina",,"https://www.tiktok.com/@adryhavana/video/7444630773166034219"
"https://p19-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/b94ef740dfa3eb35fb732bac7ef23192~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4560a330&x-expires=1743400800&x-signature=JBpYl%2BdokSu2%2B7IYO9qDh2IGlL4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7444729611396547374","1733361209","2024-12-05T01:13:29.000Z","1",,"https://www.tiktok.com/@adryhavana/video/7444630773166034219","false","false","7444723136706659114",,"https://www.tiktok.com/@adryhavana/video/7444630773166034219","😂😂😂😂","6632437711801663493","adryhavana",,"https://www.tiktok.com/@adryhavana/video/7444630773166034219"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/28489a142ea07f994130c53fbbda36fc~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e24e8252&x-expires=1743400800&x-signature=22lsm7MwLUDCGlK47%2F4xfr1VnbA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7473649840527885102","1740094726","2025-02-20T23:38:46.000Z","0",,"https://www.tiktok.com/@adryhavana/video/7444630773166034219","false","false",,"0","https://www.tiktok.com/@adryhavana/video/7444630773166034219","mija para donde vas, comete eso 😂😂 así soy yo con todo","6549909360124968970","yanelisfonte",,"https://www.tiktok.com/@adryhavana/video/7444630773166034219"
"https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/6dccc8e73e469a57dd1093145b14fe13~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9279e927&x-expires=1743400800&x-signature=8b4IzzOlr97zkjThHlLhVfw4Whw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7456060169320006430","1735999308","2025-01-04T14:01:48.000Z","0",,"https://www.tiktok.com/@adryhavana/video/7444630773166034219","false","false",,"0","https://www.tiktok.com/@adryhavana/video/7444630773166034219","wow yo necesito una que limpie asi 👍","7047671518554014726","dianacatalan76",,"https://www.tiktok.com/@adryhavana/video/7444630773166034219"
"https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/1a2f17b20b426e8f4fb2d9afdd49c78c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=aef74a06&x-expires=1743400800&x-signature=ss%2BG%2Bq4EflsE8D2k1XCGhJo3qi4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7457285090505687854","1736284509","2025-01-07T21:15:09.000Z","0",,"https://www.tiktok.com/@adryhavana/video/7444630773166034219","false","false",,"0","https://www.tiktok.com/@adryhavana/video/7444630773166034219","Estoy super contenta. Me encanta 💖 🥰","7087793568111199274","yarisleydisbarzag",,"https://www.tiktok.com/@adryhavana/video/7444630773166034219"
"https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7340285876322336810~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=25eb25ef&x-expires=1743400800&x-signature=u5ktOfGl4awNqQrV2ONQbXsFNx8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7471872467456639786","1739680895","2025-02-16T04:41:35.000Z","0",,"https://www.tiktok.com/@adryhavana/video/7444630773166034219","false","false",,"0","https://www.tiktok.com/@adryhavana/video/7444630773166034219","🥰","7335508705855243306","rick49084",,"https://www.tiktok.com/@adryhavana/video/7444630773166034219"
"https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/2b96dacf5ebae00e20e86453d0c8dd17~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=12ff9390&x-expires=1743400800&x-signature=v0QBO2s6bFgDT%2FAbXGkIdjb35qw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7454518959267857195","1735640499","2024-12-31T10:21:39.000Z","0",,"https://www.tiktok.com/@adryhavana/video/7444630773166034219","false","false",,"0","https://www.tiktok.com/@adryhavana/video/7444630773166034219","👍👍👍","7436183884583240747","eliseo.gallegos3",,"https://www.tiktok.com/@adryhavana/video/7444630773166034219"
"https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/903accb2eb39ce5ec05e2a1d311f07e6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5670f133&x-expires=1743400800&x-signature=P0OzXeV2NIdgLNs%2FuWIVHP%2FajXg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7444634292251444010","1733339039","2024-12-04T19:03:59.000Z","0",,"https://www.tiktok.com/@adryhavana/video/7444630773166034219","false","false",,"0","https://www.tiktok.com/@adryhavana/video/7444630773166034219","😂😂","7207186993368417326","yosbelrojas55",,"https://www.tiktok.com/@adryhavana/video/7444630773166034219"
"https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/36b741269960f2d3c86b5273409267ab~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9052e81b&x-expires=1743400800&x-signature=MgHQG4xO8VAtTdn6hunt%2FxAEwTQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7445470489479021343","1733533696","2024-12-07T01:08:16.000Z","0",,"https://www.tiktok.com/@adryhavana/video/7444630773166034219","false","false",,"0","https://www.tiktok.com/@adryhavana/video/7444630773166034219","🔥🔥🔥","7131891085978698795","yonycastro31",,"https://www.tiktok.com/@adryhavana/video/7444630773166034219"
"https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7343995546413039659~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=99be9219&x-expires=1743400800&x-signature=GqJKaVYcsvlD40u7xFSAXdLZZvc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7457395351656203054","1736310174","2025-01-08T04:22:54.000Z","1",,"https://www.tiktok.com/@adryhavana/video/7444630773166034219","true","false",,"0","https://www.tiktok.com/@adryhavana/video/7444630773166034219","Me tienes arruinada 🤣🤣🤣🤣🥰🥰Gracias","6804461318273336325","yilliampereira",,"https://www.tiktok.com/@adryhavana/video/7444630773166034219"
"https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/29149ca9bca4566429b5962b58ec30f1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d02f8884&x-expires=1743400800&x-signature=l0YrVBhRa5Pp04arOuN4MK446xQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7444644156314026798","1733341314","2024-12-04T19:41:54.000Z","1",,"https://www.tiktok.com/@adryhavana/video/7444630773166034219","true","false",,"1","https://www.tiktok.com/@adryhavana/video/7444630773166034219","Me vas a llevar a la quiebra hija 😂😂😂","6777847801383011334","gomez07.21.11.12",,"https://www.tiktok.com/@adryhavana/video/7444630773166034219"
"https://p19-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/b94ef740dfa3eb35fb732bac7ef23192~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4560a330&x-expires=1743400800&x-signature=JBpYl%2BdokSu2%2B7IYO9qDh2IGlL4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7444644245522809646","1733341328","2024-12-04T19:42:08.000Z","1",,"https://www.tiktok.com/@adryhavana/video/7444630773166034219","false","false","7444644156314026798",,"https://www.tiktok.com/@adryhavana/video/7444630773166034219","😂😂😂","6632437711801663493","adryhavana",,"https://www.tiktok.com/@adryhavana/video/7444630773166034219"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7323395338491543557~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b0d6e102&x-expires=1743400800&x-signature=MdTs3uXnSI3%2BSidAK%2Brmydr%2BuEw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7457672939472388907","1736374802","2025-01-08T22:20:02.000Z","0",,"https://www.tiktok.com/@adryhavana/video/7444630773166034219","false","false",,"0","https://www.tiktok.com/@adryhavana/video/7444630773166034219","Lo que me gusta es la alfombra no la makinita 😅","6539227628920979466","ddie60",,"https://www.tiktok.com/@adryhavana/video/7444630773166034219"
"https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/b9ccec3db9a99098fc40f846a60b5401~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=db62f480&x-expires=1743400800&x-signature=6hYyI7XbMB423Moi5kR1hKiOmrY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7456102691828728618","1736009210","2025-01-04T16:46:50.000Z","1",,"https://www.tiktok.com/@thetrendzshop/video/7450857858037648686","true","false",,"0","https://www.tiktok.com/@thetrendzshop/video/7450857858037648686","I love this one so much","7269651906724807723","thetrendzshop",,"https://www.tiktok.com/@thetrendzshop/video/7450857858037648686"
"https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/846f54f723f83a69c6648986d1af9c90~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c2e3f94e&x-expires=1743400800&x-signature=ny647W6X4KyFNu7c25fQnFkisQI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7453676726344041259","1735444374","2024-12-29T03:52:54.000Z","1",,"https://www.tiktok.com/@thetrendzshop/video/7450857858037648686","true","false",,"0","https://www.tiktok.com/@thetrendzshop/video/7450857858037648686","i absolutely 💯 need this","7264213107477660718","the.shop.2024",,"https://www.tiktok.com/@thetrendzshop/video/7450857858037648686"
"https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/e936547f467d970490ac00e1d7408168~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3724c147&x-expires=1743400800&x-signature=GeNtV91V7DSEMYGhDuSe2A%2BYXoM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7454790827391763242","1735703768","2025-01-01T03:56:08.000Z","1",,"https://www.tiktok.com/@thetrendzshop/video/7450857858037648686","true","false",,"1","https://www.tiktok.com/@thetrendzshop/video/7450857858037648686","I love mine","6955442492867265542","martins_breaks",,"https://www.tiktok.com/@thetrendzshop/video/7450857858037648686"
"https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/b9ccec3db9a99098fc40f846a60b5401~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=db62f480&x-expires=1743400800&x-signature=6hYyI7XbMB423Moi5kR1hKiOmrY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7455025376424608558","1735758372","2025-01-01T19:06:12.000Z","2",,"https://www.tiktok.com/@thetrendzshop/video/7450857858037648686","false","false","7454790827391763242",,"https://www.tiktok.com/@thetrendzshop/video/7450857858037648686","yes","7269651906724807723","thetrendzshop",,"https://www.tiktok.com/@thetrendzshop/video/7450857858037648686"
"https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/b9ccec3db9a99098fc40f846a60b5401~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=db62f480&x-expires=1743400800&x-signature=6hYyI7XbMB423Moi5kR1hKiOmrY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7453230743788028718","1735340523","2024-12-27T23:02:03.000Z","1",,"https://www.tiktok.com/@thetrendzshop/video/7450857858037648686","true","false",,"0","https://www.tiktok.com/@thetrendzshop/video/7450857858037648686","this robot Vacuum is amazing","7269651906724807723","thetrendzshop",,"https://www.tiktok.com/@thetrendzshop/video/7450857858037648686"
"https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/b9ccec3db9a99098fc40f846a60b5401~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=db62f480&x-expires=1743400800&x-signature=6hYyI7XbMB423Moi5kR1hKiOmrY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7475492445583082283","1740523749","2025-02-25T22:49:09.000Z","0",,"https://www.tiktok.com/@thetrendzshop/video/7450857858037648686","false","false",,"0","https://www.tiktok.com/@thetrendzshop/video/7450857858037648686","🥰🥰🥰","7269651906724807723","thetrendzshop",,"https://www.tiktok.com/@thetrendzshop/video/7450857858037648686"
"https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/b9ccec3db9a99098fc40f846a60b5401~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=db62f480&x-expires=1743400800&x-signature=6hYyI7XbMB423Moi5kR1hKiOmrY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7469935939637691182","1739230019","2025-02-10T23:26:59.000Z","0",,"https://www.tiktok.com/@thetrendzshop/video/7450857858037648686","false","false",,"0","https://www.tiktok.com/@thetrendzshop/video/7450857858037648686","🥰🥰🥰","7269651906724807723","thetrendzshop",,"https://www.tiktok.com/@thetrendzshop/video/7450857858037648686"
"https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/b9ccec3db9a99098fc40f846a60b5401~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=db62f480&x-expires=1743400800&x-signature=6hYyI7XbMB423Moi5kR1hKiOmrY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7453673827618931502","1735443690","2024-12-29T03:41:30.000Z","1",,"https://www.tiktok.com/@thetrendzshop/video/7450857858037648686","true","false",,"0","https://www.tiktok.com/@thetrendzshop/video/7450857858037648686","went on sals","7269651906724807723","thetrendzshop",,"https://www.tiktok.com/@thetrendzshop/video/7450857858037648686"
"https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/a976d93f799605e4474929c69e2c7c80~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=eefe754d&x-expires=1743400800&x-signature=QYJCt4NjvadZEV1WwkK%2F%2FbmoILc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7477445383078937375","1740978458","2025-03-03T05:07:38.000Z","4",,"https://www.tiktok.com/@mrgoodlookingiscooking/video/7477444113420389662","true","false",,"0","https://www.tiktok.com/@mrgoodlookingiscooking/video/7477444113420389662","Así cual flojera barrer y trapear 😅","7369825553165861930","munxpress",,"https://www.tiktok.com/@mrgoodlookingiscooking/video/7477444113420389662"
"https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/d0a41a939052b5272f2f63d93d8243bc~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ad816b4f&x-expires=1743400800&x-signature=byIkmtHCvifOlpZct5Z9taLX9Ek%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7479199705011077934","1741386909","2025-03-07T22:35:09.000Z","1",,"https://www.tiktok.com/@mrgoodlookingiscooking/video/7477444113420389662","true","false",,"0","https://www.tiktok.com/@mrgoodlookingiscooking/video/7477444113420389662","🥰🥰RUAN SHOW PRESENTE AMIGO 👌👌","6814981253113529349","ruanshow5",,"https://www.tiktok.com/@mrgoodlookingiscooking/video/7477444113420389662"
"https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/3c4259cae37391ff8cfe62294cd299f1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=86d3b1e3&x-expires=1743400800&x-signature=mBeJn8tZYMTOrdETnvDLCiwz1h4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7477651301285167902","1741026414","2025-03-03T18:26:54.000Z","2",,"https://www.tiktok.com/@mrgoodlookingiscooking/video/7477444113420389662","true","false",,"0","https://www.tiktok.com/@mrgoodlookingiscooking/video/7477444113420389662","Yo la quiero esa hace todo lo que yo no quiero hacer 😅","6932640863173723141","tavotikas",,"https://www.tiktok.com/@mrgoodlookingiscooking/video/7477444113420389662"
"https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/9e0ff2efdae125aee1124137d2175c35~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8b39ad0d&x-expires=1743400800&x-signature=YhblCbpjcaLDhPsTDJM48oTMsi0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7477447162127057706","1740978874","2025-03-03T05:14:34.000Z","1",,"https://www.tiktok.com/@mrgoodlookingiscooking/video/7477444113420389662","true","false",,"0","https://www.tiktok.com/@mrgoodlookingiscooking/video/7477444113420389662","También te la mandaron de gratis?","6652753228222955525","baybtog",,"https://www.tiktok.com/@mrgoodlookingiscooking/video/7477444113420389662"
"https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/48f5d4d732209dfe6b4c6b17d5d8599f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b4590e0d&x-expires=1743400800&x-signature=l6UJFdyYVdcvUKT8ZEBGymglYr0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7477452257679672110","1740980069","2025-03-03T05:34:29.000Z","1",,"https://www.tiktok.com/@mrgoodlookingiscooking/video/7477444113420389662","true","false",,"0","https://www.tiktok.com/@mrgoodlookingiscooking/video/7477444113420389662","Que padre me encantaria una amiguita asi 😉","6909667599408792582","beatrice1.4",,"https://www.tiktok.com/@mrgoodlookingiscooking/video/7477444113420389662"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/2f65da86ab6831ef5f3d5a05bc9d4f82~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=cdf0da12&x-expires=1743400800&x-signature=ed1SzhbR6mMinc%2BGp10jHS7l%2FyI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7477627352467899142","1741020826","2025-03-03T16:53:46.000Z","1",,"https://www.tiktok.com/@mrgoodlookingiscooking/video/7477444113420389662","true","false",,"0","https://www.tiktok.com/@mrgoodlookingiscooking/video/7477444113420389662","😃💪👍 que suave","6984920736788038662","standersdpie",,"https://www.tiktok.com/@mrgoodlookingiscooking/video/7477444113420389662"
"https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/65f5a59d2afa1ea5c8e66823d3926e8d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1004ab65&x-expires=1743400800&x-signature=kuasQXvVXbbautfxuZp8szq%2Bqt4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7477761676344296238","1741052079","2025-03-04T01:34:39.000Z","1",,"https://www.tiktok.com/@mrgoodlookingiscooking/video/7477444113420389662","true","false",,"1","https://www.tiktok.com/@mrgoodlookingiscooking/video/7477444113420389662","La quieroo la necesito y la voy a tenerr 😅😅😅","7350812255233754154","gracecame4",,"https://www.tiktok.com/@mrgoodlookingiscooking/video/7477444113420389662"
"https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/343b16a5c2dc8180b1d57045e12698a2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=dd6bb777&x-expires=1743400800&x-signature=trc9DeCC6q1QsnqY2ue4Ap731Nc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7477445546183574318","1740978492","2025-03-03T05:08:12.000Z","1",,"https://www.tiktok.com/@mrgoodlookingiscooking/video/7477444113420389662","true","false",,"0","https://www.tiktok.com/@mrgoodlookingiscooking/video/7477444113420389662","La amo 😍","7309175505424614446","marielmadridd",,"https://www.tiktok.com/@mrgoodlookingiscooking/video/7477444113420389662"
"https://p16-pu-sign-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/bb4cda59e0561789d6faa22074d83dd6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0dedfe78&x-expires=1743400800&x-signature=NRDHmxtFyqMsNWyjGz%2FH%2Bk%2FYW2Q%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7477704928430637854","1741038879","2025-03-03T21:54:39.000Z","1",,"https://www.tiktok.com/@mrgoodlookingiscooking/video/7477444113420389662","true","false",,"0","https://www.tiktok.com/@mrgoodlookingiscooking/video/7477444113420389662","Queeeeee???? No sabía que existía algo así! 😱😱🌸","7185130123698684970","pamhh19",,"https://www.tiktok.com/@mrgoodlookingiscooking/video/7477444113420389662"
"https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7c163d0d2b6312a19b16ae6a4833c26c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=96eee21a&x-expires=1743400800&x-signature=wme3or2%2FsLzgOn56hGCaNvkslkI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7477676901135368991","1741032365","2025-03-03T20:06:05.000Z","1",,"https://www.tiktok.com/@mrgoodlookingiscooking/video/7477444113420389662","true","false",,"0","https://www.tiktok.com/@mrgoodlookingiscooking/video/7477444113420389662","Está muy moderna bro 👍🏼","7320665803736613930","jessussmtzz",,"https://www.tiktok.com/@mrgoodlookingiscooking/video/7477444113420389662"
"https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/ca9cdc4e789ed6ef44c675d4b218911d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3a89bf8e&x-expires=1743400800&x-signature=XGUe3uMeXHmhb26WV0o%2FF66yTlA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7477630088788738858","1741021458","2025-03-03T17:04:18.000Z","1",,"https://www.tiktok.com/@mrgoodlookingiscooking/video/7477444113420389662","true","false",,"0","https://www.tiktok.com/@mrgoodlookingiscooking/video/7477444113420389662","Mariel 🥱🫢","7469289093190599726","maria.de.los.ange8082",,"https://www.tiktok.com/@mrgoodlookingiscooking/video/7477444113420389662"
"https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/d68ffb662b60e8060b181deb0071fcf2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7f9122f0&x-expires=1743400800&x-signature=Nax7b5spEvxwARri4bpPkJVTzYo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7477445404444214047","1740978460","2025-03-03T05:07:40.000Z","1",,"https://www.tiktok.com/@mrgoodlookingiscooking/video/7477444113420389662","true","false",,"0","https://www.tiktok.com/@mrgoodlookingiscooking/video/7477444113420389662","Waoo👌👌👌","182798639176519680","adrianacarba89",,"https://www.tiktok.com/@mrgoodlookingiscooking/video/7477444113420389662"
"https://p19-pu-sign-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/2105e03e406d989b4c0155372585a70b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=38190977&x-expires=1743400800&x-signature=jIKkBSW3SmpQe6X1bww1QpKJPWs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7477626983020577567","1741020750","2025-03-03T16:52:30.000Z","1",,"https://www.tiktok.com/@mrgoodlookingiscooking/video/7477444113420389662","true","false",,"1","https://www.tiktok.com/@mrgoodlookingiscooking/video/7477444113420389662","Wow Que padrísimo orlis!!!","7031647149541131270","mariafmadrid",,"https://www.tiktok.com/@mrgoodlookingiscooking/video/7477444113420389662"
